VisitID,EntryTime,LeaveTime,Duration(minute),IsNiceWeather,Temperature,IsHoliday
545,2016-05-01 09:47:00,2016-05-01 10:09:00,22,true,281.99,false
90,2016-05-01 09:48:00,2016-05-01 10:19:00,31,true,281.99,false
834,2016-05-01 09:50:00,2016-05-01 10:37:00,47,true,281.99,false
1046,2016-05-01 09:50:00,2016-05-01 10:35:00,45,true,281.99,false
1503,2016-05-01 09:52:00,2016-05-01 10:26:00,34,true,281.99,false
1833,2016-05-01 09:54:00,2016-05-01 10:16:00,22,true,281.99,false
1947,2016-05-01 09:54:00,2016-05-01 10:53:00,59,true,281.99,false
789,2016-05-01 09:55:00,2016-05-01 10:39:00,44,true,281.99,false
1177,2016-05-01 09:55:00,2016-05-01 10:29:00,34,true,281.99,false
1631,2016-05-01 09:56:00,2016-05-01 10:44:00,48,true,281.99,false
756,2016-05-01 09:57:00,2016-05-01 10:22:00,25,true,281.99,false
1929,2016-05-01 09:57:00,2016-05-01 10:30:00,33,true,281.99,false
1545,2016-05-01 09:59:00,2016-05-01 10:53:00,54,true,281.99,false
699,2016-05-01 10:01:00,2016-05-01 10:29:00,28,true,281.85,false
241,2016-05-01 10:02:00,2016-05-01 10:25:00,23,true,281.85,false
766,2016-05-01 10:02:00,2016-05-01 11:02:00,60,true,281.85,false
872,2016-05-01 10:02:00,2016-05-01 11:01:00,59,true,281.85,false
1382,2016-05-01 10:02:00,2016-05-01 10:10:00,8,true,281.85,false
1579,2016-05-01 10:02:00,2016-05-01 11:02:00,60,true,281.85,false
387,2016-05-01 10:03:00,2016-05-01 10:54:00,51,true,281.85,false
1492,2016-05-01 10:04:00,2016-05-01 10:52:00,48,true,281.85,false
1743,2016-05-01 10:04:00,2016-05-01 10:55:00,51,true,281.85,false
478,2016-05-01 10:05:00,2016-05-01 10:35:00,30,true,281.85,false
1584,2016-05-01 10:05:00,2016-05-01 10:38:00,33,true,281.85,false
584,2016-05-01 10:07:00,2016-05-01 10:55:00,48,true,281.85,false
1235,2016-05-01 10:07:00,2016-05-01 10:39:00,32,true,281.85,false
1567,2016-05-01 10:07:00,2016-05-01 10:42:00,35,true,281.85,false
1741,2016-05-01 10:07:00,2016-05-01 10:30:00,23,true,281.85,false
260,2016-05-01 10:10:00,2016-05-01 10:59:00,49,true,281.85,false
603,2016-05-01 10:10:00,2016-05-01 10:53:00,43,true,281.85,false
866,2016-05-01 10:10:00,2016-05-01 10:59:00,49,true,281.85,false
987,2016-05-01 10:11:00,2016-05-01 10:35:00,24,true,281.85,false
1438,2016-05-01 10:11:00,2016-05-01 10:35:00,24,true,281.85,false
1611,2016-05-01 10:11:00,2016-05-01 11:25:00,74,true,281.85,false
1383,2016-05-01 10:12:00,2016-05-01 11:12:00,60,true,281.85,false
1770,2016-05-01 10:12:00,2016-05-01 10:33:00,21,true,281.85,false
127,2016-05-01 10:13:00,2016-05-01 10:30:00,17,true,281.85,false
327,2016-05-01 10:13:00,2016-05-01 10:40:00,27,true,281.85,false
734,2016-05-01 10:13:00,2016-05-01 11:26:00,73,true,281.85,false
1962,2016-05-01 10:13:00,2016-05-01 11:09:00,56,true,281.85,false
899,2016-05-01 10:14:00,2016-05-01 10:58:00,44,true,281.85,false
701,2016-05-01 10:15:00,2016-05-01 10:25:00,10,true,281.85,false
901,2016-05-01 10:16:00,2016-05-01 11:23:00,67,true,281.85,false
755,2016-05-01 10:17:00,2016-05-01 11:00:00,43,true,281.85,false
1268,2016-05-01 10:17:00,2016-05-01 10:40:00,23,true,281.85,false
270,2016-05-01 10:18:00,2016-05-01 11:28:00,70,true,281.85,false
1008,2016-05-01 10:18:00,2016-05-01 10:47:00,29,true,281.85,false
1158,2016-05-01 10:18:00,2016-05-01 11:14:00,56,true,281.85,false
463,2016-05-01 10:19:00,2016-05-01 11:15:00,56,true,281.85,false
1120,2016-05-01 10:20:00,2016-05-01 11:16:00,56,true,281.85,false
1726,2016-05-01 10:20:00,2016-05-01 11:24:00,64,true,281.85,false
709,2016-05-01 10:21:00,2016-05-01 11:12:00,51,true,281.85,false
1616,2016-05-01 10:21:00,2016-05-01 10:55:00,34,true,281.85,false
113,2016-05-01 10:24:00,2016-05-01 10:56:00,32,true,281.85,false
1532,2016-05-01 10:24:00,2016-05-01 10:51:00,27,true,281.85,false
632,2016-05-01 10:25:00,2016-05-01 10:46:00,21,true,281.85,false
1006,2016-05-01 10:25:00,2016-05-01 10:38:00,13,true,281.85,false
477,2016-05-01 10:26:00,2016-05-01 10:35:00,9,true,281.85,false
689,2016-05-01 10:26:00,2016-05-01 11:26:00,60,true,281.85,false
1487,2016-05-01 10:26:00,2016-05-01 11:22:00,56,true,281.85,false
19,2016-05-01 10:27:00,2016-05-01 10:55:00,28,true,281.85,false
1390,2016-05-01 10:27:00,2016-05-01 10:34:00,7,true,281.85,false
452,2016-05-01 10:29:00,2016-05-01 10:56:00,27,true,281.85,false
1004,2016-05-01 10:30:00,2016-05-01 10:51:00,21,true,281.85,false
74,2016-05-01 10:31:00,2016-05-01 11:33:00,62,true,281.85,false
250,2016-05-01 10:32:00,2016-05-01 10:52:00,20,true,281.85,false
266,2016-05-01 10:32:00,2016-05-01 11:04:00,32,true,281.85,false
555,2016-05-01 10:32:00,2016-05-01 11:01:00,29,true,281.85,false
1661,2016-05-01 10:32:00,2016-05-01 10:38:00,6,true,281.85,false
1688,2016-05-01 10:32:00,2016-05-01 11:24:00,52,true,281.85,false
153,2016-05-01 10:33:00,2016-05-01 11:17:00,44,true,281.85,false
1114,2016-05-01 10:33:00,2016-05-01 11:30:00,57,true,281.85,false
552,2016-05-01 10:34:00,2016-05-01 10:49:00,15,true,281.85,false
1086,2016-05-01 10:34:00,2016-05-01 11:01:00,27,true,281.85,false
431,2016-05-01 10:35:00,2016-05-01 11:38:00,63,true,281.85,false
1260,2016-05-01 10:36:00,2016-05-01 11:27:00,51,true,281.85,false
1048,2016-05-01 10:37:00,2016-05-01 11:06:00,29,true,281.85,false
1391,2016-05-01 10:38:00,2016-05-01 11:14:00,36,true,281.85,false
818,2016-05-01 10:39:00,2016-05-01 11:02:00,23,true,281.85,false
1289,2016-05-01 10:39:00,2016-05-01 10:58:00,19,true,281.85,false
1935,2016-05-01 10:39:00,2016-05-01 11:04:00,25,true,281.85,false
1889,2016-05-01 10:43:00,2016-05-01 11:17:00,34,true,281.85,false
21,2016-05-01 10:44:00,2016-05-01 11:19:00,35,true,281.85,false
731,2016-05-01 10:45:00,2016-05-01 11:06:00,21,true,281.85,false
118,2016-05-01 10:46:00,2016-05-01 11:11:00,25,true,281.85,false
1018,2016-05-01 10:46:00,2016-05-01 11:46:00,60,true,281.85,false
1593,2016-05-01 10:47:00,2016-05-01 11:09:00,22,true,281.85,false
290,2016-05-01 10:48:00,2016-05-01 11:50:00,62,true,281.85,false
233,2016-05-01 10:49:00,2016-05-01 11:14:00,25,true,281.85,false
1210,2016-05-01 10:49:00,2016-05-01 11:53:00,64,true,281.85,false
1292,2016-05-01 10:49:00,2016-05-01 11:48:00,59,true,281.85,false
1479,2016-05-01 10:50:00,2016-05-01 11:28:00,38,true,281.85,false
1721,2016-05-01 10:50:00,2016-05-01 11:17:00,27,true,281.85,false
404,2016-05-01 10:51:00,2016-05-01 11:30:00,39,true,281.85,false
1262,2016-05-01 10:51:00,2016-05-01 11:20:00,29,true,281.85,false
1360,2016-05-01 10:52:00,2016-05-01 11:49:00,57,true,281.85,false
1979,2016-05-01 10:52:00,2016-05-01 11:29:00,37,true,281.85,false
1028,2016-05-01 10:54:00,2016-05-01 11:24:00,30,true,281.85,false
1442,2016-05-01 10:54:00,2016-05-01 11:39:00,45,true,281.85,false
355,2016-05-01 10:55:00,2016-05-01 11:18:00,23,true,281.85,false
898,2016-05-01 10:55:00,2016-05-01 11:23:00,28,true,281.85,false
1563,2016-05-01 10:55:00,2016-05-01 11:24:00,29,true,281.85,false
1212,2016-05-01 10:56:00,2016-05-01 11:21:00,25,true,281.85,false
1365,2016-05-01 10:56:00,2016-05-01 11:40:00,44,true,281.85,false
460,2016-05-01 10:57:00,2016-05-01 11:35:00,38,true,281.85,false
1471,2016-05-01 10:57:00,2016-05-01 12:10:00,73,true,281.85,false
1068,2016-05-01 10:58:00,2016-05-01 11:26:00,28,true,281.85,false
1852,2016-05-01 10:58:00,2016-05-01 11:50:00,52,true,281.85,false
1793,2016-05-01 10:59:00,2016-05-01 11:53:00,54,true,281.85,false
720,2016-05-01 11:01:00,2016-05-01 11:23:00,22,true,281.34,false
772,2016-05-01 11:02:00,2016-05-01 11:24:00,22,true,281.34,false
1267,2016-05-01 11:02:00,2016-05-01 11:13:00,11,true,281.34,false
196,2016-05-01 11:03:00,2016-05-01 11:26:00,23,true,281.34,false
1396,2016-05-01 11:03:00,2016-05-01 11:09:00,6,true,281.34,false
93,2016-05-01 11:04:00,2016-05-01 12:03:00,59,true,281.34,false
190,2016-05-01 11:04:00,2016-05-01 11:30:00,26,true,281.34,false
1215,2016-05-01 11:05:00,2016-05-01 11:31:00,26,true,281.34,false
1255,2016-05-01 11:05:00,2016-05-01 11:39:00,34,true,281.34,false
1279,2016-05-01 11:05:00,2016-05-01 11:19:00,14,true,281.34,false
1942,2016-05-01 11:05:00,2016-05-01 11:35:00,30,true,281.34,false
940,2016-05-01 11:06:00,2016-05-01 11:51:00,45,true,281.34,false
172,2016-05-01 11:07:00,2016-05-01 12:15:00,68,true,281.34,false
211,2016-05-01 11:07:00,2016-05-01 11:19:00,12,true,281.34,false
331,2016-05-01 11:07:00,2016-05-01 11:33:00,26,true,281.34,false
1880,2016-05-01 11:07:00,2016-05-01 11:34:00,27,true,281.34,false
811,2016-05-01 11:08:00,2016-05-01 12:04:00,56,true,281.34,false
1144,2016-05-01 11:08:00,2016-05-01 11:36:00,28,true,281.34,false
1328,2016-05-01 11:08:00,2016-05-01 12:17:00,69,true,281.34,false
315,2016-05-01 11:09:00,2016-05-01 12:15:00,66,true,281.34,false
804,2016-05-01 11:09:00,2016-05-01 12:01:00,52,true,281.34,false
461,2016-05-01 11:10:00,2016-05-01 12:00:00,50,true,281.34,false
1259,2016-05-01 11:10:00,2016-05-01 11:36:00,26,true,281.34,false
1664,2016-05-01 11:10:00,2016-05-01 11:23:00,13,true,281.34,false
605,2016-05-01 11:12:00,2016-05-01 11:58:00,46,true,281.34,false
938,2016-05-01 11:12:00,2016-05-01 11:54:00,42,true,281.34,false
1745,2016-05-01 11:12:00,2016-05-01 11:35:00,23,true,281.34,false
1859,2016-05-01 11:12:00,2016-05-01 11:41:00,29,true,281.34,false
634,2016-05-01 11:13:00,2016-05-01 11:38:00,25,true,281.34,false
152,2016-05-01 11:14:00,2016-05-01 12:17:00,63,true,281.34,false
157,2016-05-01 11:14:00,2016-05-01 12:12:00,58,true,281.34,false
276,2016-05-01 11:14:00,2016-05-01 11:35:00,21,true,281.34,false
282,2016-05-01 11:14:00,2016-05-01 11:57:00,43,true,281.34,false
390,2016-05-01 11:14:00,2016-05-01 11:22:00,8,true,281.34,false
537,2016-05-01 11:14:00,2016-05-01 11:40:00,26,true,281.34,false
1108,2016-05-01 11:14:00,2016-05-01 11:51:00,37,true,281.34,false
1345,2016-05-01 11:14:00,2016-05-01 11:52:00,38,true,281.34,false
1416,2016-05-01 11:14:00,2016-05-01 11:22:00,8,true,281.34,false
1550,2016-05-01 11:14:00,2016-05-01 11:55:00,41,true,281.34,false
51,2016-05-01 11:15:00,2016-05-01 11:38:00,23,true,281.34,false
268,2016-05-01 11:15:00,2016-05-01 12:29:00,74,true,281.34,false
590,2016-05-01 11:15:00,2016-05-01 11:51:00,36,true,281.34,false
906,2016-05-01 11:15:00,2016-05-01 12:00:00,45,true,281.34,false
923,2016-05-01 11:15:00,2016-05-01 12:12:00,57,true,281.34,false
1544,2016-05-01 11:15:00,2016-05-01 11:45:00,30,true,281.34,false
1835,2016-05-01 11:15:00,2016-05-01 12:29:00,74,true,281.34,false
251,2016-05-01 11:16:00,2016-05-01 11:56:00,40,true,281.34,false
521,2016-05-01 11:16:00,2016-05-01 11:23:00,7,true,281.34,false
745,2016-05-01 11:16:00,2016-05-01 11:40:00,24,true,281.34,false
912,2016-05-01 11:16:00,2016-05-01 11:37:00,21,true,281.34,false
1059,2016-05-01 11:16:00,2016-05-01 12:01:00,45,true,281.34,false
1195,2016-05-01 11:16:00,2016-05-01 12:21:00,65,true,281.34,false
1096,2016-05-01 11:17:00,2016-05-01 12:15:00,58,true,281.34,false
1491,2016-05-01 11:17:00,2016-05-01 12:23:00,66,true,281.34,false
1530,2016-05-01 11:17:00,2016-05-01 12:03:00,46,true,281.34,false
1696,2016-05-01 11:17:00,2016-05-01 12:07:00,50,true,281.34,false
1,2016-05-01 11:18:00,2016-05-01 12:04:00,46,true,281.34,false
273,2016-05-01 11:18:00,2016-05-01 12:17:00,59,true,281.34,false
285,2016-05-01 11:18:00,2016-05-01 12:25:00,67,true,281.34,false
1441,2016-05-01 11:18:00,2016-05-01 11:28:00,10,true,281.34,false
1651,2016-05-01 11:18:00,2016-05-01 11:55:00,37,true,281.34,false
77,2016-05-01 11:19:00,2016-05-01 11:45:00,26,true,281.34,false
520,2016-05-01 11:19:00,2016-05-01 12:05:00,46,true,281.34,false
784,2016-05-01 11:19:00,2016-05-01 11:33:00,14,true,281.34,false
1280,2016-05-01 11:19:00,2016-05-01 12:31:00,72,true,281.34,false
1354,2016-05-01 11:19:00,2016-05-01 12:19:00,60,true,281.34,false
1900,2016-05-01 11:19:00,2016-05-01 12:12:00,53,true,281.34,false
1536,2016-05-01 11:20:00,2016-05-01 12:05:00,45,true,281.34,false
148,2016-05-01 11:21:00,2016-05-01 12:13:00,52,true,281.34,false
345,2016-05-01 11:21:00,2016-05-01 12:05:00,44,true,281.34,false
541,2016-05-01 11:21:00,2016-05-01 11:49:00,28,true,281.34,false
549,2016-05-01 11:21:00,2016-05-01 12:21:00,60,true,281.34,false
1372,2016-05-01 11:21:00,2016-05-01 11:44:00,23,true,281.34,false
910,2016-05-01 11:22:00,2016-05-01 11:48:00,26,true,281.34,false
1194,2016-05-01 11:22:00,2016-05-01 11:57:00,35,true,281.34,false
1927,2016-05-01 11:22:00,2016-05-01 11:48:00,26,true,281.34,false
264,2016-05-01 11:23:00,2016-05-01 12:12:00,49,true,281.34,false
497,2016-05-01 11:23:00,2016-05-01 12:33:00,70,true,281.34,false
1016,2016-05-01 11:23:00,2016-05-01 12:13:00,50,true,281.34,false
1093,2016-05-01 11:23:00,2016-05-01 12:16:00,53,true,281.34,false
1363,2016-05-01 11:23:00,2016-05-01 11:37:00,14,true,281.34,false
10,2016-05-01 11:24:00,2016-05-01 11:52:00,28,true,281.34,false
135,2016-05-01 11:24:00,2016-05-01 12:18:00,54,true,281.34,false
212,2016-05-01 11:24:00,2016-05-01 12:07:00,43,true,281.34,false
1839,2016-05-01 11:24:00,2016-05-01 11:47:00,23,true,281.34,false
1216,2016-05-01 11:25:00,2016-05-01 12:05:00,40,true,281.34,false
1993,2016-05-01 11:25:00,2016-05-01 11:55:00,30,true,281.34,false
503,2016-05-01 11:26:00,2016-05-01 12:29:00,63,true,281.34,false
556,2016-05-01 11:26:00,2016-05-01 11:52:00,26,true,281.34,false
1489,2016-05-01 11:26:00,2016-05-01 12:12:00,46,true,281.34,false
1645,2016-05-01 11:26:00,2016-05-01 12:21:00,55,true,281.34,false
1813,2016-05-01 11:26:00,2016-05-01 12:19:00,53,true,281.34,false
536,2016-05-01 11:27:00,2016-05-01 12:13:00,46,true,281.34,false
618,2016-05-01 11:27:00,2016-05-01 12:20:00,53,true,281.34,false
1169,2016-05-01 11:27:00,2016-05-01 12:32:00,65,true,281.34,false
705,2016-05-01 11:28:00,2016-05-01 11:54:00,26,true,281.34,false
569,2016-05-01 11:29:00,2016-05-01 11:36:00,7,true,281.34,false
593,2016-05-01 11:29:00,2016-05-01 12:23:00,54,true,281.34,false
655,2016-05-01 11:29:00,2016-05-01 12:34:00,65,true,281.34,false
1092,2016-05-01 11:29:00,2016-05-01 12:19:00,50,true,281.34,false
1420,2016-05-01 11:29:00,2016-05-01 11:54:00,25,true,281.34,false
1967,2016-05-01 11:29:00,2016-05-01 11:59:00,30,true,281.34,false
353,2016-05-01 11:30:00,2016-05-01 11:58:00,28,true,281.34,false
20,2016-05-01 11:31:00,2016-05-01 12:23:00,52,true,281.34,false
271,2016-05-01 11:31:00,2016-05-01 12:11:00,40,true,281.34,false
692,2016-05-01 11:32:00,2016-05-01 12:12:00,40,true,281.34,false
1117,2016-05-01 11:32:00,2016-05-01 12:29:00,57,true,281.34,false
1718,2016-05-01 11:32:00,2016-05-01 12:38:00,66,true,281.34,false
1480,2016-05-01 11:33:00,2016-05-01 12:30:00,57,true,281.34,false
7,2016-05-01 11:34:00,2016-05-01 12:26:00,52,true,281.34,false
207,2016-05-01 11:34:00,2016-05-01 12:00:00,26,true,281.34,false
391,2016-05-01 11:34:00,2016-05-01 12:42:00,68,true,281.34,false
561,2016-05-01 11:34:00,2016-05-01 12:40:00,66,true,281.34,false
256,2016-05-01 11:35:00,2016-05-01 12:23:00,48,true,281.34,false
1425,2016-05-01 11:35:00,2016-05-01 12:02:00,27,true,281.34,false
1470,2016-05-01 11:35:00,2016-05-01 12:16:00,41,true,281.34,false
1540,2016-05-01 11:35:00,2016-05-01 12:03:00,28,true,281.34,false
1657,2016-05-01 11:35:00,2016-05-01 11:59:00,24,true,281.34,false
46,2016-05-01 11:36:00,2016-05-01 12:06:00,30,true,281.34,false
56,2016-05-01 11:36:00,2016-05-01 12:18:00,42,true,281.34,false
69,2016-05-01 11:36:00,2016-05-01 11:45:00,9,true,281.34,false
1161,2016-05-01 11:36:00,2016-05-01 12:43:00,67,true,281.34,false
1511,2016-05-01 11:36:00,2016-05-01 12:19:00,43,true,281.34,false
1831,2016-05-01 11:36:00,2016-05-01 12:05:00,29,true,281.34,false
158,2016-05-01 11:37:00,2016-05-01 12:00:00,23,true,281.34,false
254,2016-05-01 11:37:00,2016-05-01 12:02:00,25,true,281.34,false
743,2016-05-01 11:37:00,2016-05-01 12:25:00,48,true,281.34,false
1061,2016-05-01 11:37:00,2016-05-01 12:40:00,63,true,281.34,false
36,2016-05-01 11:38:00,2016-05-01 12:33:00,55,true,281.34,false
161,2016-05-01 11:38:00,2016-05-01 12:13:00,35,true,281.34,false
1272,2016-05-01 11:38:00,2016-05-01 12:10:00,32,true,281.34,false
1378,2016-05-01 11:38:00,2016-05-01 12:24:00,46,true,281.34,false
1653,2016-05-01 11:38:00,2016-05-01 12:02:00,24,true,281.34,false
312,2016-05-01 11:39:00,2016-05-01 12:47:00,68,true,281.34,false
1493,2016-05-01 11:39:00,2016-05-01 12:28:00,49,true,281.34,false
567,2016-05-01 11:40:00,2016-05-01 12:26:00,46,true,281.34,false
1188,2016-05-01 11:40:00,2016-05-01 11:52:00,12,true,281.34,false
1443,2016-05-01 11:40:00,2016-05-01 12:18:00,38,true,281.34,false
1650,2016-05-01 11:40:00,2016-05-01 11:51:00,11,true,281.34,false
219,2016-05-01 11:41:00,2016-05-01 12:33:00,52,true,281.34,false
880,2016-05-01 11:41:00,2016-05-01 12:46:00,65,true,281.34,false
1399,2016-05-01 11:41:00,2016-05-01 12:01:00,20,true,281.34,false
1904,2016-05-01 11:41:00,2016-05-01 12:14:00,33,true,281.34,false
984,2016-05-01 11:42:00,2016-05-01 12:40:00,58,true,281.34,false
1138,2016-05-01 11:42:00,2016-05-01 12:32:00,50,true,281.34,false
1601,2016-05-01 11:42:00,2016-05-01 12:24:00,42,true,281.34,false
1654,2016-05-01 11:42:00,2016-05-01 12:40:00,58,true,281.34,false
500,2016-05-01 11:43:00,2016-05-01 12:54:00,71,true,281.34,false
602,2016-05-01 11:43:00,2016-05-01 12:30:00,47,true,281.34,false
1341,2016-05-01 11:43:00,2016-05-01 12:04:00,21,true,281.34,false
1578,2016-05-01 11:43:00,2016-05-01 12:10:00,27,true,281.34,false
